Est Number,Premise Name,Premise Address,Inspection Type,Score,Inspection Date,Violation List,Followup Required,Opening Date,lat,lng
67372,#1 CHINA BUFFET,"125 E. REYNOLDS ROAD, STE. 120",1,83,11/7/2013,   8  11  15  18  19  20  27  33,NO,1/2/2002,37.9914848,-84.5212421
67372,#1 CHINA BUFFET,"125 E. REYNOLDS ROAD, STE. 120",2,92,11/7/2013,   8  15  18  19  20  27,NO,1/2/2002,37.9914848,-84.5212421
67372,#1 CHINA BUFFET,"125 E. REYNOLDS ROAD, STE. 120",1,96,5/13/2014,   8  15  32,NO,1/2/2002,37.9914848,-84.5212421
61072,1780'S CAFE,300 N BROADWAY,1,100,10/17/2013,,NO,11/11/1998,38.052177,-84.4936835
65440,1ST.  BASE CONCESSION,207 LEGENDS LANE,1,89,5/20/2014,  11  21  30,NO,4/9/2004,38.065463,-84.479121
65440,1ST.  BASE CONCESSION,207 LEGENDS LANE,2,99,5/20/2014,30,NO,4/9/2004,38.065463,-84.479121
65440,1ST.  BASE CONCESSION,207 LEGENDS LANE,1,97,8/26/2014,  26  30,NO,4/9/2004,38.065463,-84.479121
31040,300 GRILL EASTLAND,750 EAST NEW CIRCLE RD,1,94,12/19/2013,  15  19  26  30  31,NO,7/13/1988,38.046889,-84.455184
31040,300 GRILL EASTLAND,750 EAST NEW CIRCLE RD,1,98,5/23/2014,  15  19,NO,7/13/1988,38.046889,-84.455184
32279,300 GRILL SOUTHLAND,205 SOUTHLAND DRIVE,1,100,10/17/2013,,NO,3/2/2005,38.0132369,-84.5193309
32279,300 GRILL SOUTHLAND,205 SOUTHLAND DRIVE,1,100,4/10/2014,,NO,3/2/2005,38.0132369,-84.5193309
65439,3RD. BASE CONCESSIONN,207 LEGENDS LANE,1,99,5/20/2014,30,NO,4/9/2004,38.065463,-84.479121
65439,3RD. BASE CONCESSIONN,207 LEGENDS LANE,1,99,8/26/2014,30,NO,4/9/2004,38.065463,-84.479121
81149,4 SPICE INDIAN CUISINE,3801 NICHOLASVILLE CTR DR #305,1,100,10/10/2013,,NO,10/10/2013,37.9820393,-84.530824
81149,4 SPICE INDIAN CUISINE,3801 NICHOLASVILLE CTR DR #305,1,74,11/12/2013,   1   3   8  11  12  17  19  31  34,YES,10/10/2013,37.9820393,-84.530824
81149,4 SPICE INDIAN CUISINE,3801 NICHOLASVILLE CTR DR #305,2,100,11/21/2013,,NO,10/10/2013,37.9820393,-84.530824
81149,4 SPICE INDIAN CUISINE,3801 NICHOLASVILLE CTR DR #305,1,96,5/12/2014,  26  29,NO,10/10/2013,37.9820393,-84.530824
95307,"A & W BURGERS, CHICKEN & FLOATS",2251 WAR ADMIRAL WAY STE 110,1,100,6/30/2014,,NO,5/13/2014,38.0404355,-84.4278044
63427,A BABY EDUCATIONAL CENTER LLC,540 EUREKA SPRINGS,1,99,10/21/2013,20,NO,3/1/2002,37.998255,-84.455408
63427,A BABY EDUCATIONAL CENTER LLC,540 EUREKA SPRINGS,1,92,4/4/2014,   5  12  33,NO,3/1/2002,37.998255,-84.455408
63427,A BABY EDUCATIONAL CENTER LLC,540 EUREKA SPRINGS,2,96,4/4/2014,   5  12,NO,3/1/2002,37.998255,-84.455408
65080,A CUP OF COMMON WEALTH,105 EASTERN AVE,1,98,12/23/2013,  23  30,NO,7/1/2013,38.0417023,-84.491295
65080,A CUP OF COMMON WEALTH,105 EASTERN AVE,1,97,6/23/2014,  23  30  31,NO,7/1/2013,38.0417023,-84.491295
30739,A LA LUCIE,159 NORTH LIMESTONE,1,88,12/18/2013,   1  12  15  17  19,YES,7/11/1988,38.0474571,-84.495727
30739,A LA LUCIE,159 NORTH LIMESTONE,2,97,12/30/2013,  15  19  31,NO,7/11/1988,38.0474571,-84.495727
30739,A LA LUCIE,159 NORTH LIMESTONE,2,93,12/30/2013,   1  15  19  31,NO,7/11/1988,38.0474571,-84.495727
30739,A LA LUCIE,159 NORTH LIMESTONE,1,88,6/16/2014,   4   8  15  16  19  33,NO,7/11/1988,38.0474571,-84.495727
30739,A LA LUCIE,159 NORTH LIMESTONE,2,93,6/16/2014,   4   8  15  16,NO,7/11/1988,38.0474571,-84.495727
30740,A P  SUGGINS,345 ROMANY RD,1,93,12/18/2013,  15  17  19  31,NO,3/22/1996,38.019246,-84.485774
30740,A P  SUGGINS,345 ROMANY RD,2,97,12/18/2013,  15  19  31,NO,3/22/1996,38.019246,-84.485774
30740,A P  SUGGINS,345 ROMANY RD,1,96,6/23/2014,   4  29,NO,3/22/1996,38.019246,-84.485774
43192,"A&W BURGERS, CHICKEN, FLOATS",3401 NICHOLASVILLE RD STE FL-07,1,100,10/22/2013,,NO,10/7/2013,38.0405837,-84.5037164
43192,"A&W BURGERS, CHICKEN, FLOATS",3401 NICHOLASVILLE RD STE FL-07,2,100,11/25/2013,,NO,10/7/2013,38.0405837,-84.5037164
43192,"A&W BURGERS, CHICKEN, FLOATS",3401 NICHOLASVILLE RD STE FL-07,1,99,4/24/2014,15,NO,10/7/2013,38.0405837,-84.5037164
75081,"ABC 123 LEARNING CENTER, LLC",285 E. SIXTH STREET,1,97,10/15/2013,  15  30  31,NO,5/5/2006,38.050712,-84.482551
75081,"ABC 123 LEARNING CENTER, LLC",285 E. SIXTH STREET,1,97,4/29/2014,   8  19,NO,5/5/2006,38.050712,-84.482551
74487,ABUELO'S MEXICAN FOOD EMBASSY,3395 NICHOLASVILLE ROAD,1,96,12/18/2013,1,NO,8/17/2005,37.9906161,-84.5239909
74487,ABUELO'S MEXICAN FOOD EMBASSY,3395 NICHOLASVILLE ROAD,2,100,12/18/2013,,NO,8/17/2005,37.9906161,-84.5239909
74487,ABUELO'S MEXICAN FOOD EMBASSY,3395 NICHOLASVILLE ROAD,1,95,6/18/2014,  15  33,NO,8/17/2005,37.9906161,-84.5239909
74487,ABUELO'S MEXICAN FOOD EMBASSY,3395 NICHOLASVILLE ROAD,2,99,6/18/2014,15,NO,8/17/2005,37.9906161,-84.5239909
72071,ACTIVE DAY OF LEXINGTON,2432 REGENCY RD,1,99,11/20/2013,19,NO,9/27/2005,38.003364,-84.524424
72071,ACTIVE DAY OF LEXINGTON,2432 REGENCY RD,1,100,5/16/2014,,NO,9/27/2005,38.003364,-84.524424
41689,"ADVENTURE CENTER, LLS",1440 FORBES ROAD,1,100,3/13/2014,,NO,10/22/1992,38.065981,-84.519857
41689,"ADVENTURE CENTER, LLS",1440 FORBES ROAD,1,97,8/26/2014,  20  26,NO,10/22/1992,38.065981,-84.519857
70022,AFC SUSHI @ KROGER # 407,3101 RICHMOND ROAD,1,99,10/23/2013,20,NO,7/10/2003,38.0037507,-84.4444339
70022,AFC SUSHI @ KROGER # 407,3101 RICHMOND ROAD,1,100,5/1/2014,,NO,7/10/2003,38.0037507,-84.4444339
84685,AFC SUSHI @ KROGER #352,2335 NICHOLASVILLE RD,1,100,10/28/2013,,NO,1/23/2009,38.0050571,-84.5188555
84685,AFC SUSHI @ KROGER #352,2335 NICHOLASVILLE RD,1,100,4/18/2014,,NO,1/23/2009,38.0050571,-84.5188555
88221,AFC SUSHI @ KROGER #737,1060 CHINOE RD.,1,100,3/26/2014,,NO,5/2/2011,37.9974652,-84.4791425
83286,AFC SUSHI @ KROGER #767,3175 BEAUMONT CNTR CIRCLE,1,100,12/12/2013,,NO,4/9/2009,38.0228198,-84.5589854
83286,AFC SUSHI @ KROGER #767,3175 BEAUMONT CNTR CIRCLE,1,98,6/30/2014,16,NO,4/9/2009,38.0228198,-84.5589854
79573,AFC SUSHI @ KROGER #768,"1600 LEESTOWN ROAD, STE 150",1,98,2/7/2014,34,NO,12/12/2007,38.0654296,-84.5271809
77973,AFC SUSHI @ KROGER 371,3650 BOSTON ROAD,1,96,11/12/2013,1,NO,4/24/2007,37.978905,-84.5500456
77973,AFC SUSHI @ KROGER 371,3650 BOSTON ROAD,2,100,11/12/2013,,NO,4/24/2007,37.978905,-84.5500456
77973,AFC SUSHI @ KROGER 371,3650 BOSTON ROAD,1,100,5/9/2014,,NO,4/24/2007,37.978905,-84.5500456
89306,AFC SUSHI @ KROGER L-359,1650 BRYAN STATION ROAD,1,100,3/26/2014,,NO,4/17/2012,38.0582991,-84.461195
77812,AFC SUSHI @ KROGER L-361,1808 ALEXANDRIA DRIVE,1,95,12/20/2013,11,NO,9/29/2011,38.0372316,-84.5510251
77812,AFC SUSHI @ KROGER L-361,1808 ALEXANDRIA DRIVE,2,100,12/20/2013,,NO,9/29/2011,38.0372316,-84.5510251
77812,AFC SUSHI @ KROGER L-361,1808 ALEXANDRIA DRIVE,1,96,6/18/2014,   9  16,NO,9/29/2011,38.0372316,-84.5510251
89304,AFC SUSHI @ KROGER L-721,4750 HARTLAND PARKWAY,1,100,3/13/2014,,NO,9/29/2011,37.962027,-84.479533
82821,AFC SUSHI @ UKY001,800 ROSE STREET,1,100,10/31/2013,,NO,1/23/2009,38.0318599,-84.5086321
82821,AFC SUSHI @ UKY001,800 ROSE STREET,1,100,3/27/2014,,NO,1/23/2009,38.0318599,-84.5086321
69425,"AFRICAN CARIBBEAN MKT, LLC",1315 WINCHESTER RD STE 349 / 337 STORAGE,1,99,2/12/2014,31,NO,9/6/2013,38.0405837,-84.5037164
69425,"AFRICAN CARIBBEAN MKT, LLC",1315 WINCHESTER RD STE 349 / 337 STORAGE,1,100,8/6/2014,,NO,9/6/2013,38.0405837,-84.5037164
54921,AG NORTH DELI,1100 S LIMESTONE ST.,1,98,10/9/2013,16,NO,3/6/1996,38.029911,-84.5100241
54921,AG NORTH DELI,1100 S LIMESTONE ST.,1,97,3/14/2014,  12  20,NO,3/6/1996,38.029911,-84.5100241
68739,AGUASCALIENTES RESTAURANTE,1400 ALEXANDRIA DRIVE # 1,1,95,7/31/2014,   8  15  19  20,NO,7/31/2014,38.04846,-84.551683
93062,ALANNA'S HOUSE OF SOUL,207 S LIMESTONE,1,100,3/26/2014,,NO,3/26/2014,38.044987,-84.499247
67013,ALFALFA RESTAURANT,141 E. MAIN,1,95,11/20/2013,  12  15  19  32,NO,4/30/2004,38.0456942,-84.4960198
67013,ALFALFA RESTAURANT,141 E. MAIN,1,97,6/30/2014,  19  30  31,NO,4/30/2004,38.0456942,-84.4960198
56249,"ALMOST HOME CHILDCARE, INC.",235 WALTON AVE,1,100,1/27/2014,,NO,9/18/1996,38.040525,-84.481277
56249,"ALMOST HOME CHILDCARE, INC.",235 WALTON AVE,1,100,7/30/2014,,NO,9/18/1996,38.040525,-84.481277
30745,AL'S BAR,601 NORTH LIMESTONE,1,95,11/15/2013,   8  26  30,NO,7/11/1988,38.05413,-84.48638
30745,AL'S BAR,601 NORTH LIMESTONE,1,95,5/9/2014,  15  19  26  30,NO,7/11/1988,38.05413,-84.48638
42242,ANDOVER GOLF AND COUNTRY CLUB,3450 TODDS RD,1,95,2/5/2014,3,NO,7/3/1990,38.0031577,-84.4148692
42242,ANDOVER GOLF AND COUNTRY CLUB,3450 TODDS RD,2,100,2/5/2014,,NO,7/3/1990,38.0031577,-84.4148692
42242,ANDOVER GOLF AND COUNTRY CLUB,3450 TODDS RD,1,91,7/25/2014,  15  16  17  19  30,NO,7/3/1990,38.0031577,-84.4148692
42242,ANDOVER GOLF AND COUNTRY CLUB,3450 TODDS RD,2,95,7/25/2014,  15  16  19  30,NO,7/3/1990,38.0031577,-84.4148692
89969,APIARY CATERING & EVENTS,218 W JEFFERSON ST,1,100,3/20/2014,,NO,2/16/2012,38.053909,-84.499592
85539,APOTHECARY CAFE,789 S LIMESTONE,1,100,9/30/2013,,NO,4/1/2010,38.0334682,-84.5091388
85539,APOTHECARY CAFE,789 S LIMESTONE,1,99,3/7/2014,20,NO,4/1/2010,38.0334682,-84.5091388
60544,APPLEBEE'S NEIGHBOR HOOD GRILL & BAR,1856 ALYSHEBA WAY,1,98,2/7/2014,  19  31,NO,12/23/2013,38.0194885,-84.4179608
60544,APPLEBEE'S NEIGHBOR HOOD GRILL & BAR,1856 ALYSHEBA WAY,1,92,7/23/2014,   9  17  20  30,NO,12/23/2013,38.0194885,-84.4179608
60544,APPLEBEE'S NEIGHBOR HOOD GRILL & BAR,1856 ALYSHEBA WAY,2,96,7/23/2014,   9  20  30,NO,12/23/2013,38.0194885,-84.4179608
39671,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,4009 NICHOLASVILLE RD,1,96,12/30/2013,   6  19  23,NO,12/23/2013,37.9807905,-84.5287808
39671,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,4009 NICHOLASVILLE RD,1,95,6/18/2014,  15  17,NO,12/23/2013,37.9807905,-84.5287808
39671,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,4009 NICHOLASVILLE RD,2,99,6/18/2014,15,NO,12/23/2013,37.9807905,-84.5287808
71880,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,1761 SHARKEY WAY,1,95,12/23/2013,  19  20  27  30,NO,12/23/2013,38.068227,-84.530252
71880,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,1761 SHARKEY WAY,1,95,1/8/2014,  19  20  27  30,NO,12/23/2013,38.068227,-84.530252
71880,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,1761 SHARKEY WAY,1,98,7/25/2014,  20  23,NO,12/23/2013,38.068227,-84.530252
76520,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,2299 RICHMOND ROAD,1,91,3/24/2014,  14  18  19  20  26  30,NO,12/16/2013,38.016742,-84.462427
76520,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,2299 RICHMOND ROAD,2,94,3/24/2014,  18  19  20  26  30,NO,12/16/2013,38.016742,-84.462427
30794,ARAMARK CAFETERIA, BLACKBURN CORR. COMPLEX,1,98,12/26/2013,  30  31,NO,7/12/1988,38.0405837,-84.5037164
30794,ARAMARK CAFETERIA, BLACKBURN CORR. COMPLEX,1,98,6/27/2014,  30  31,NO,7/12/1988,38.0405837,-84.5037164
31459,ARAMARK-BLDG 3/LEXMARK,740 NEW CIRCLE RD,1,96,1/22/2014,  15  16  18,NO,7/14/1988,38.0725888,-84.4911289
31459,ARAMARK-BLDG 3/LEXMARK,740 NEW CIRCLE RD,1,99,7/21/2014,19,NO,7/14/1988,38.0725888,-84.4911289
36043,ARAMARK-BUILDING 32-35/LEXMARK,740 NEW CIRCLE RD  BLDGS 32-35,1,99,1/22/2014,15,NO,10/6/1988,38.0725888,-84.4911289
36043,ARAMARK-BUILDING 32-35/LEXMARK,740 NEW CIRCLE RD  BLDGS 32-35,1,100,7/21/2014,,NO,10/6/1988,38.0725888,-84.4911289
76790,ARBOR YOUTH SERVICES,536 W. THIRD STREET,1,100,1/7/2014,,NO,9/7/2006,38.056036,-84.500281
76790,ARBOR YOUTH SERVICES,536 W. THIRD STREET,1,96,7/16/2014,   8  16,NO,9/7/2006,38.056036,-84.500281
48387,ARBY'S,410 W. VINE ST.,1,83,11/8/2013,   8  11  15  18  19  31  33  34,NO,3/19/1993,38.0500886,-84.5012595
48387,ARBY'S,410 W. VINE ST.,2,92,11/8/2013,   8  15  18  19  31  34,NO,3/19/1993,38.0500886,-84.5012595
48387,ARBY'S,410 W. VINE ST.,1,97,5/16/2014,  15  23  31,NO,3/19/1993,38.0500886,-84.5012595
48691,ARBY'S,3110 PIMLICO PKWY,1,99,12/16/2013,19,NO,5/7/1993,37.9856646,-84.460578
48691,ARBY'S,3110 PIMLICO PKWY,1,99,6/11/2014,23,NO,5/7/1993,37.9856646,-84.460578
54402,ARBY'S,5522 ATHENS-BOONESBORO ROAD,1,99,1/10/2014,15,NO,1/19/2005,37.9614576,-84.3874203
54402,ARBY'S,5522 ATHENS-BOONESBORO ROAD,1,98,7/28/2014,  15  19,NO,1/19/2005,37.9614576,-84.3874203
49229,ARBY'S - PALOMAR,3745 HARRODSBURG RD,1,94,11/26/2013,  13  15  23  31,NO,8/9/1993,38.0028479,-84.5702599
49229,ARBY'S - PALOMAR,3745 HARRODSBURG RD,2,97,12/5/2013,  15  23  30,NO,8/9/1993,38.0028479,-84.5702599
49229,ARBY'S - PALOMAR,3745 HARRODSBURG RD,1,98,6/12/2014,  15  31,NO,8/9/1993,38.0028479,-84.5702599
30759,ARBY'S #1092,2649 RICHMOND RD,1,96,3/27/2014,  12  19  30,NO,1/1/2010,38.010176,-84.453771
30756,ARBY'S #1128, NORTH PARK SHOPPING CENTER,1,98,11/6/2013,  15  19,NO,12/13/2009,38.044907,-84.458488
30756,ARBY'S #1128, NORTH PARK SHOPPING CENTER,1,97,4/30/2014,  15  19  31,NO,12/13/2009,38.044907,-84.458488
30761,ARBY'S #1299,3261 NICHOLASVILLE RD,1,99,1/13/2014,19,NO,1/1/2010,37.9916511,-84.5242325
30761,ARBY'S #1299,3261 NICHOLASVILLE RD,1,100,7/3/2014,,NO,1/1/2010,37.9916511,-84.5242325
30757,ARBY'S #1339,507 S LIMESTONE ST,1,99,1/9/2014,15,NO,1/1/2010,38.0393502,-84.507244
30757,ARBY'S #1339,507 S LIMESTONE ST,1,100,7/7/2014,,NO,1/1/2010,38.0393502,-84.507244
30762,ARBY'S #159,212 SOUTHLAND DR,1,99,11/11/2013,15,NO,1/1/2010,38.0126913,-84.5206919
30762,ARBY'S #159,212 SOUTHLAND DR,1,100,5/12/2014,,NO,1/1/2010,38.0126913,-84.5206919
62651,ARBY'S #6911,1949 PLAUDIT PLACE,1,94,12/11/2013,  11  19,NO,1/1/2010,38.0199691,-84.4142345
62651,ARBY'S #6911,1949 PLAUDIT PLACE,2,99,12/11/2013,19,NO,1/1/2010,38.0199691,-84.4142345
62651,ARBY'S #6911,1949 PLAUDIT PLACE,1,100,5/22/2014,,NO,1/1/2010,38.0199691,-84.4142345
30760,ARBY'S #784,1228 S BROADWAY,1,100,12/12/2013,,NO,1/1/2010,38.0346733,-84.5208565
30760,ARBY'S #784,1228 S BROADWAY,1,100,5/28/2014,,NO,1/1/2010,38.0346733,-84.5208565
30758,ARBY'S OF LEXINGTON #1952,2270 ELKHORN DR,1,97,10/18/2013,  29  30,NO,1/1/2010,38.0422279,-84.4229489
30758,ARBY'S OF LEXINGTON #1952,2270 ELKHORN DR,1,97,4/3/2014,  29  30,NO,1/1/2010,38.0422279,-84.4229489
30763,ARBY'S RESTAURANT,3391 TATES CREEK RD,1,99,10/24/2013,30,NO,7/12/1988,37.9937397,-84.4959753
30763,ARBY'S RESTAURANT,3391 TATES CREEK RD,1,95,4/15/2014,  17  19,NO,7/12/1988,37.9937397,-84.4959753
30763,ARBY'S RESTAURANT,3391 TATES CREEK RD,2,99,4/15/2014,19,NO,7/12/1988,37.9937397,-84.4959753
91858,ARCADIUM,574 N LIMESTONE,1,100,12/12/2013,,NO,11/2/2012,38.0537624,-84.4864421
91858,ARCADIUM,574 N LIMESTONE,1,100,6/16/2014,,NO,11/2/2012,38.0537624,-84.4864421
71289,ARCHITECTURAL KITCHENS & BATHS,345 LAFAYETTE AVE,1,100,3/10/2014,,NO,3/3/2005,38.032167,-84.493153
71289,ARCHITECTURAL KITCHENS & BATHS,345 LAFAYETTE AVE,1,100,8/23/2014,,NO,3/3/2005,38.032167,-84.493153
30904,ARIRANG GARDEN,109 MT TABOR RD,1,100,11/8/2013,,NO,11/7/1994,38.0051477,-84.4517844
30904,ARIRANG GARDEN,109 MT TABOR RD,1,99,6/27/2014,19,NO,11/7/1994,38.0051477,-84.4517844
63815,ARLINGTON CHRISTIAN CHURCH,1206 N  LIMESTONE ST,1,100,9/25/2013,,NO,6/23/1986,38.0611428,-84.4754826
63815,ARLINGTON CHRISTIAN CHURCH,1206 N  LIMESTONE ST,1,100,3/12/2014,,NO,6/23/1986,38.0611428,-84.4754826
63815,ARLINGTON CHRISTIAN CHURCH,1206 N  LIMESTONE ST,1,100,8/23/2014,,NO,6/23/1986,38.0611428,-84.4754826
30764,ARLINGTON ELEMENTARY SCHOOL,928 N LIMESTONE ST,1,100,2/21/2014,,NO,7/12/1988,38.0595688,-84.4782635
30764,ARLINGTON ELEMENTARY SCHOOL,928 N LIMESTONE ST,1,100,9/5/2014,,NO,7/12/1988,38.0595688,-84.4782635
30764,ARLINGTON ELEMENTARY SCHOOL,928 N LIMESTONE ST,1,100,9/5/2014,,NO,7/12/1988,38.0595688,-84.4782635
32210,AS DE OROS,1914 OXFORD CIRCLE,1,96,12/13/2013,  19  23  31  32,NO,10/26/2010,38.049614,-84.541591
32210,AS DE OROS,1914 OXFORD CIRCLE,1,90,6/18/2014,  15  21  23  30  31  32,YES,10/26/2010,38.049614,-84.541591
32210,AS DE OROS,1914 OXFORD CIRCLE,2,98,7/1/2014,  15  31,NO,10/26/2010,38.049614,-84.541591
80512,ASHLAND AVE. BAPTIST CHURCH,483 W. REYNOLDS RD.,1,100,10/24/2013,,NO,4/4/2008,37.9971733,-84.5371143
80512,ASHLAND AVE. BAPTIST CHURCH,483 W. REYNOLDS RD.,1,100,5/1/2014,,NO,4/4/2008,37.9971733,-84.5371143
30767,ASHLAND CHEMICAL - LEXINGTON,3499 BLAZER PARKWAY,1,94,11/5/2013,  18  31  33,NO,3/15/2013,38.0010679,-84.434729
30767,ASHLAND CHEMICAL - LEXINGTON,3499 BLAZER PARKWAY,2,98,11/5/2013,  18  31,NO,3/15/2013,38.0010679,-84.434729
30767,ASHLAND CHEMICAL - LEXINGTON,3499 BLAZER PARKWAY,1,96,4/21/2014,1,YES,3/15/2013,38.0010679,-84.434729
30767,ASHLAND CHEMICAL - LEXINGTON,3499 BLAZER PARKWAY,2,100,4/30/2014,,NO,3/15/2013,38.0010679,-84.434729
30766,ASHLAND ELEMENTARY SCHOOL,195 N ASHLAND AVE,1,99,10/23/2013,20,NO,7/12/1988,38.038063,-84.480942
30766,ASHLAND ELEMENTARY SCHOOL,195 N ASHLAND AVE,1,100,2/27/2014,,NO,7/12/1988,38.038063,-84.480942
30768,ASHLAND TERRACE,475 S ASHLAND AVE,1,100,1/30/2014,,NO,2/21/1996,38.029098,-84.492883
30768,ASHLAND TERRACE,475 S ASHLAND AVE,1,100,8/5/2014,,NO,2/21/1996,38.029098,-84.492883
71151,ASIA CAFE,"1600 LEESTOWN ROAD, SUITE 164",1,97,11/20/2013,   8  19,NO,7/27/2006,38.0654296,-84.5271809
71151,ASIA CAFE,"1600 LEESTOWN ROAD, SUITE 164",1,95,5/30/2014,   6   8  19,NO,7/27/2006,38.0654296,-84.5271809
77498,ASIAN CAFE,"3120 PIMLICO PKWY, STE. 184",1,94,10/30/2013,   8  25,YES,5/17/2012,37.984343,-84.4613234
77498,ASIAN CAFE,"3120 PIMLICO PKWY, STE. 184",2,98,12/16/2013,26,NO,5/17/2012,37.984343,-84.4613234
77498,ASIAN CAFE,"3120 PIMLICO PKWY, STE. 184",1,97,4/28/2014,   8  19,NO,5/17/2012,37.984343,-84.4613234
43117,ASIAN TOO EXPRESS,3401 NICHOLASVILLE RD FC-10,1,95,11/12/2013,  15  19  23  34,NO,4/1/2010,38.0405837,-84.5037164
43117,ASIAN TOO EXPRESS,3401 NICHOLASVILLE RD FC-10,1,95,5/12/2014,   9  23  26,NO,4/1/2010,38.0405837,-84.5037164
50280,ASIAN WIND RESTAURANT,"3735 PALOMAR CTR. DR., STE 40",1,86,11/14/2013,   8  14  15  18  19  20  26  30  31  32,YES,3/4/1994,38.0043432,-84.5712565
50280,ASIAN WIND RESTAURANT,"3735 PALOMAR CTR. DR., STE 40",1,86,11/25/2013,   6   8  15  17  19  20  30  34,NO,3/4/1994,38.0043432,-84.5712565
50280,ASIAN WIND RESTAURANT,"3735 PALOMAR CTR. DR., STE 40",2,91,11/25/2013,   6   8  15  17  19  20  34,NO,3/4/1994,38.0043432,-84.5712565
50280,ASIAN WIND RESTAURANT,"3735 PALOMAR CTR. DR., STE 40",1,93,6/12/2014,   8  15  18  20  30  31,NO,3/4/1994,38.0043432,-84.5712565
78050,ASIANA CUISINE ENTERPRISES,3387 TATES CREEK RD.,1,100,12/26/2013,,NO,6/28/2011,37.9916103,-84.494863
78050,ASIANA CUISINE ENTERPRISES,3387 TATES CREEK RD.,1,100,6/30/2014,,NO,6/28/2011,37.9916103,-84.494863
71975,ASUKA GRILL & SHUSHI,2300 SIR BARTON WAY  #110,1,97,4/1/2014,   8  18,NO,8/26/2013,38.0226683,-84.4214326
38315,ATHENIAN GRILL,313 S ASHLAND AVE,2,100,11/6/2013,,NO,10/2/2013,38.0309503,-84.4904311
38315,ATHENIAN GRILL,313 S ASHLAND AVE,1,100,8/20/2014,,NO,10/2/2013,38.0309503,-84.4904311
31995,ATHENS FOOD MART,5522 ATHENS-BOONESBORO ROAD,1,96,12/9/2013,  16  29,NO,6/5/2012,37.9614576,-84.3874203
31995,ATHENS FOOD MART,5522 ATHENS-BOONESBORO ROAD,1,98,6/10/2014,16,NO,6/5/2012,37.9614576,-84.3874203
60746,ATHENS SOFTBALL COMPLEX,5789 RICHMOND RD,1,100,5/5/2014,,NO,7/27/1998,37.990492,-84.4335443
76625,ATHENS-CHILESBURG ELEMENTARY,900 CHILESBURG ROAD,1,99,10/17/2013,32,NO,8/8/2006,37.9938449,-84.4018233
76625,ATHENS-CHILESBURG ELEMENTARY,900 CHILESBURG ROAD,1,99,4/17/2014,18,NO,8/8/2006,37.9938449,-84.4018233
30742,ATOMIC CAFE,265 N LIMESTONE ST,1,92,12/26/2013,  15  21  23  31,NO,1/19/1993,38.049556,-84.492801
30742,ATOMIC CAFE,265 N LIMESTONE ST,2,97,12/26/2013,  15  23  31,NO,1/19/1993,38.049556,-84.492801
30742,ATOMIC CAFE,265 N LIMESTONE ST,1,94,6/17/2014,  15  17  20,NO,1/19/1993,38.049556,-84.492801
30742,ATOMIC CAFE,265 N LIMESTONE ST,2,98,6/17/2014,  15  20,NO,1/19/1993,38.049556,-84.492801
71209,AUNTIE ANNE'S  PRETZELS,3401 NICHOLASVILLE ROAD  PK 55,1,100,2/21/2014,,NO,2/20/2004,38.0405837,-84.5037164
71209,AUNTIE ANNE'S  PRETZELS,3401 NICHOLASVILLE ROAD  PK 55,1,99,9/5/2014,19,NO,2/20/2004,38.0405837,-84.5037164
30773,AUSTIN CITY SALOON,2350 WOODHILL DR,1,98,3/26/2014,9,NO,7/12/1988,38.0164383,-84.4553474
61166,AVON MART,5693 BRIAR HILL ROAD,1,83,12/13/2013,  11  12  13  18  19  32  33,YES,10/21/2009,38.071696,-84.319939
61166,AVON MART,5693 BRIAR HILL ROAD,1,100,2/25/2014,,NO,10/21/2009,38.071696,-84.319939
61166,AVON MART,5693 BRIAR HILL ROAD,1,90,8/27/2014,   1  11  19,NO,10/21/2009,38.071696,-84.319939
61166,AVON MART,5693 BRIAR HILL ROAD,2,99,8/27/2014,19,NO,10/21/2009,38.071696,-84.319939
30774,AVON SERVICE MART AND GRILL,5569 BRIAR HILL ROAD,1,96,12/12/2013,   2  12  30,NO,12/12/2013,38.070712,-84.3236359
30774,AVON SERVICE MART AND GRILL,5569 BRIAR HILL ROAD,1,97,6/24/2014,   4  15,NO,12/12/2013,38.070712,-84.3236359
72696,AZUR,3070 LAKECREST CIR STE #550,1,98,12/4/2013,  15  19,NO,1/9/2005,38.0164929,-84.5550964
72696,AZUR,3070 LAKECREST CIR STE #550,1,89,6/11/2014,   8  15  16  18  19  32  36,NO,1/9/2005,38.0164929,-84.5550964
72696,AZUR,3070 LAKECREST CIR STE #550,2,92,6/11/2014,   8  15  16  18  19  32,NO,1/9/2005,38.0164929,-84.5550964
76013,B.D.'S MONGOLIAN BARBEQUE,2309 SIR BARTON WAY,1,98,1/9/2014,  15  19,NO,5/9/2006,38.0222206,-84.4226398
89821,BABYCAKES CUPCAKES,1616 LIBERTY ROAD,1,97,9/11/2014,  19  34,NO,1/12/2012,38.0376065,-84.4642157
